S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
134,2023-03-20,574,SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,827.0000,835.0000,826.2000,829.0000,2178,1813229.3000,826.1000,1325.0000,810.0000,2023-03-20T14:59:54.333068,829.0000,49,832.52,16340.93
135,2023-03-20,618,LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,711.5000,711.5000,687.1000,709.8000,343,239873.8000,698.6000,1506.0000,687.1000,2023-03-20T14:55:22.379961,709.8000,12,699.34,3134.92
136,2023-03-20,687,VLBS,Vijaya laghubitta Bittiya Sanstha Ltd.,751.0000,784.0000,751.0000,758.1000,1829,1396193.8000,750.0000,1254.0000,740.1000,2023-03-20T14:59:39.873168,758.1000,52,763.36,2425.92
137,2023-03-20,2768,MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,862.0000,894.0000,860.0000,894.0000,1092,951716.0000,875.0000,1499.0000,855.0000,2023-03-20T14:59:43.769511,894.0000,18,871.53,2522.59
138,2023-03-20,2776,RADHI,Radhi Bidyut Company Ltd,262.1000,270.0000,262.1000,268.0000,33484,8956953.9000,262.0000,699.0000,195.3000,2023-03-20T14:59:58.167667,268.0000,216,267.49,4491.63
139,2023-03-20,2811,MHNL,Mountain Hydro Nepal Limited,293.5000,305.7000,293.5000,301.6000,17756,5340353.5000,296.0000,462.0000,212.0000,2023-03-20T14:59:49.098902,301.6000,86,300.76,3770.00
140,2023-03-20,2900,RLI,Reliance Life Insurance Limited,391.1000,402.0000,391.1000,394.0000,4735,1874732.5000,393.1000,626.0000,310.0000,2023-03-20T14:59:58.466173,394.0000,130,395.93,8274.00
141,2023-03-20,2915,PLI,Prabhu Life Insurance Limited,421.0000,444.0000,421.0000,429.0000,5279,2253018.0000,428.0000,651.2000,321.8000,2023-03-20T14:59:47.857951,429.0000,168,426.78,8580.00
142,2023-03-20,8025,SPC,Samling Power Company Limited,497.0000,499.8000,483.2000,494.7000,2770,1361042.0000,488.0000,697.6000,338.2000,2023-03-20T14:46:34.475333,494.7000,46,491.35,2473.50
143,2023-03-20,8076,HHL,Himalayan Hydropower Limited,299.0000,309.0000,299.0000,306.0000,21378,6518054.0000,304.9000,362.1000,202.0000,2023-03-20T14:59:55.918311,306.0000,252,304.89,3350.70
144,2023-03-20,8131,EHPL,Eastern Hydropower Limited,444.0000,460.0000,444.0000,458.6000,3420,1552786.0000,453.0000,508.0000,216.0000,2023-03-20T14:59:41.228111,458.6000,83,454.03,2843.32
145,2023-03-20,8133,PHCL,Peoples Hydropower Company Limited,357.0000,370.0000,357.0000,364.3000,19240,7012641.5000,362.7000,416.1000,196.9000,2023-03-20T14:59:57.098079,364.3000,597,364.48,11657.60
146,2023-03-20,9135,BHPL,Barahi Hydropower Public Limited,521.2000,541.9000,521.2000,525.0000,2650,1400086.0000,521.2000,677.2000,194.3000,2023-03-20T14:59:56.897466,525.0000,83,528.33,1312.50
147,2023-03-20,135,SBI,Nepal SBI Bank Limited,323.0000,323.0000,316.5000,322.0000,47848,15236573.9000,316.9000,365.0000,251.0000,2023-03-20T14:59:55.178284,322.0000,75,318.43,32588.42
148,2023-03-20,177,RBCL,Rastriya Beema Company Limited,12750.0000,12939.9000,12750.0000,12939.9000,50,644639.0000,12750.0000,19401.9000,12215.0000,2023-03-20T14:59:46.084061,12939.9000,5,12892.78,34502.50
149,2023-03-20,179,HEI,Himalayan Everest Insurance Limited,420.0000,421.0000,412.0000,421.0000,9698,4065707.3000,412.3000,703.0000,345.0000,2023-03-20T14:59:58.695704,421.0000,64,419.23,9689.46
150,2023-03-20,204,GUFL,Gurkhas Finance Ltd.,503.0000,519.1000,503.0000,517.9000,6857,3527061.5000,509.5000,715.0000,357.0000,2023-03-20T14:59:42.765887,517.9000,76,514.37,4495.34
151,2023-03-20,236,PFL,Pokhara Finance Ltd.,380.0000,387.0000,377.3000,380.1000,5110,1945958.5000,373.1000,534.0000,290.0000,2023-03-20T14:59:43.820230,380.1000,52,380.81,4114.80
152,2023-03-20,307,NTC,Nepal Doorsanchar Company Limited,828.9000,828.9000,818.0000,822.0000,5523,4534832.9000,817.0000,1555.0000,803.0000,2023-03-20T14:59:57.340700,822.0000,122,821.08,147960.00
153,2023-03-20,682,MMFDB,Mirmire Laghubitta Bittya Sanstha Limited,610.1000,617.1000,604.5000,605.0000,1008,610984.9000,610.0000,1350.0000,604.5000,2023-03-20T13:41:47.747220,605.0000,20,606.13,3952.97
154,2023-03-20,2755,NIBLPF,NIBL Pragati Fund,8.7000,8.7000,8.7000,8.7000,700,6090.0000,8.5400,11.7400,7.7800,2023-03-20T14:11:14.464495,8.7000,3,8.70,
155,2023-03-20,2779,NICGF,NIC Asia Growth Fund,8.8900,8.8900,8.8900,8.8900,200,1778.0000,8.9200,12.1300,8.6700,2023-03-20T12:31:05.286,8.8900,1,8.89,
156,2023-03-20,2784,NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,550.0000,550.0000,534.2000,548.0000,2282,1240889.2000,540.0000,883.1000,534.1000,2023-03-20T14:58:08.677399,548.0000,57,543.77,2661.96
157,2023-03-20,2792,UPPER,Upper Tamakoshi Hydropower Ltd,460.1000,481.0000,460.1000,480.0000,46399,21894321.9000,460.0000,624.9000,354.0000,2023-03-20T14:59:43.816759,480.0000,419,471.87,50832.00
158,2023-03-20,2809,SHIVM,SHIVAM CEMENTS LTD,430.0000,433.0000,424.0000,427.0000,96793,41377502.2000,425.0000,1195.0000,424.0000,2023-03-20T14:59:58.221013,427.0000,549,427.48,18788.00
159,2023-03-20,2908,SGIC,Sanima GIC Insurance Limited,450.2000,463.0000,450.2000,463.0000,3560,1630337.6000,454.0000,665.0000,325.5000,2023-03-20T14:58:30.262391,463.0000,132,457.96,9260.00
160,2023-03-20,4959,NBLD87,8.5% Nepal Bank Debenture 2087,732.0000,746.0000,732.0000,746.0000,50,36950.0000,742.0000,1020.0000,711.0000,2023-03-20T13:55:15.957973,746.0000,2,739.00,
161,2023-03-20,8018,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,863.9000,931.7000,863.9000,895.0000,3682,3349809.4000,847.0000,1460.0000,740.0000,2023-03-20T14:58:35.862608,895.0000,114,909.77,978.91
162,2023-03-20,8023,MMF1,Mega Mutual Fund -1,7.0100,7.1900,7.0100,7.1900,121600,869258.1100,7.0200,9.1000,6.7500,2023-03-20T14:57:21.319435,7.1900,34,7.14,
163,2023-03-20,8044,EBLD86,Everest Bank Limited,772.0000,772.0000,772.0000,772.0000,25,19300.0000,757.0000,1000.0000,725.0000,2023-03-20T14:44:22.225697,772.0000,1,772.00,
164,2023-03-20,133,SCB,Standard Chartered Bank Limited,521.0000,521.0000,513.2000,518.9000,25638,13266845.2000,513.0000,555.0000,375.0000,2023-03-20T14:59:59.352062,518.9000,168,517.46,48929.44
165,2023-03-20,152,NHPC,National Hydro Power Company Limited,245.0000,248.0000,245.0000,247.1000,35845,8834763.5000,243.0000,334.5000,176.4000,2023-03-20T14:59:48.764269,247.1000,187,246.47,4056.87
166,2023-03-20,155,STC,Salt Trading Corporation,3899.0000,4045.0000,3823.5000,4000.0000,920,3595673.2000,3839.0000,5624.0000,2870.0000,2023-03-20T14:59:42.275608,4000.0000,33,3908.34,11155.37
167,2023-03-20,183,NIL,Neco Insurance Limited,769.0000,774.5000,760.1000,774.5000,5163,3961449.0000,767.0000,1076.0000,601.0000,2023-03-20T14:59:14.831847,774.5000,62,767.27,15585.73
168,2023-03-20,244,SIFC,Shree Investment Finance Co. Ltd.,326.0000,330.0000,322.1000,330.0000,6266,2040485.6000,324.0000,443.0000,236.3000,2023-03-20T14:59:29.754533,330.0000,40,325.64,3239.55
169,2023-03-20,245,CFCL,Central Finance Co. Ltd.,319.0000,322.0000,315.0000,321.0000,1571,500532.6000,314.5000,462.9000,237.0000,2023-03-20T14:59:45.779741,321.0000,37,318.60,3045.89
170,2023-03-20,471,MPFL,Multipurpose Finance Company  Limited,320.3000,338.1000,320.3000,335.7000,3969,1326939.8000,325.0000,413.4000,206.1000,2023-03-20T14:59:59.202333,335.7000,42,334.32,1517.36
171,2023-03-20,502,SMFDB,Summit Laghubitta Bittiya Sanstha Limited,951.0000,951.0000,923.2000,926.3000,1148,1067959.9000,951.0000,1443.0000,749.0000,2023-03-20T14:55:26.834124,926.3000,19,930.27,4575.92
172,2023-03-20,593,KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,785.0000,809.0000,770.0000,791.0000,4782,3737941.4000,784.0000,1359.0000,761.0000,2023-03-20T14:59:25.774482,791.0000,87,781.66,2474.85
173,2023-03-20,2806,GHL,Ghalemdi Hydro Limited,274.0000,276.9000,267.0000,276.5000,55727,15291187.5000,271.0000,341.0000,164.2000,2023-03-20T14:59:35.811580,276.5000,190,274.39,1520.75
174,2023-03-20,2810,UPCL,UNIVERSAL POWER COMPANY LTD,255.5000,262.0000,254.1000,260.0000,87930,22704241.0000,254.0000,340.0000,175.9000,2023-03-20T14:59:59.582304,260.0000,387,258.20,5460.91
175,2023-03-20,2832,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,645.0000,645.0000,620.0000,632.4000,1846,1157318.8000,635.0000,1220.0000,617.0000,2023-03-20T14:50:36.669595,632.4000,34,626.93,3145.66
176,2023-03-20,2859,SIGS2,Siddhartha Investment Growth Scheme - 2,7.8400,8.0000,7.8400,7.8700,30600,240878.0000,7.9100,11.3600,7.5900,2023-03-20T14:56:25.382847,7.8700,12,7.87,
177,2023-03-20,2867,NMB50,NMB 50,9.1000,9.1000,8.9300,8.9300,13650,122469.5000,8.9300,13.5300,8.2800,2023-03-20T14:31:11.171149,8.9300,10,8.97,
178,2023-03-20,2880,HDHPC,Himal Dolakha Hydropower Company Limited,228.0000,231.9000,226.0000,230.0000,62328,14264641.0000,224.6000,319.0000,161.0000,2023-03-20T14:59:47.388138,230.0000,236,228.86,3680.00
179,2023-03-20,2885,KBLD86,10.25% KBL Debenture 2086,867.0000,867.0000,867.0000,867.0000,60,52020.0000,850.0000,1009.5000,837.1000,2023-03-20T14:59:27.732518,867.0000,1,867.00,
180,2023-03-20,2935,RURU,Ru Ru Jalbidhyut Pariyojana Limited,789.0000,800.0000,787.0000,788.0000,493,392241.0000,790.0000,1133.8000,665.1000,2023-03-20T14:37:08.509936,788.0000,18,795.62,3887.39
181,2023-03-20,4947,PSF,Prabhu Select Fund,7.7900,7.9700,7.7900,7.8500,5800,45526.4000,7.7500,9.8300,7.3100,2023-03-20T14:55:45.741188,7.8500,15,7.84,
182,2023-03-20,4956,ULI,Union Life Insurance Company Limited,402.3000,413.0000,402.2000,413.0000,7137,2928128.0000,408.2000,746.0000,397.1000,2023-03-20T14:59:57.939995,413.0000,287,410.27,9675.99
183,2023-03-20,8033,GBBD85,Garima Debenture", 2085,790.0000,790.0000,790.0000,790.0000,25,19750.0000,800.0000,1000.0000,722.5000,2023-03-20T13:15:38.188136,790.0000,1,790.00,
184,2023-03-20,8038,JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,2350.0000,2363.0000,2331.0000,2363.0000,674,1584012.5000,2349.0000,3770.0000,319.7000,2023-03-20T14:59:54.147416,2363.0000,32,2350.16,3780.80
185,2023-03-20,8055,BHL,Balephi Hydropower Limited,329.3000,336.0000,329.3000,332.9000,2910,970487.0000,335.0000,397.0000,104.7000,2023-03-20T14:59:41.658449,332.9000,108,333.50,6085.31
186,2023-03-20,8104,USHEC,Upper Solu Hydro Electric Company Limited,345.3000,362.0000,345.3000,361.0000,4226,1501736.2000,351.0000,431.9000,237.0000,2023-03-20T14:59:59.942828,361.0000,196,355.35,4873.50
187,2023-03-20,9139,SAGF,Sanima Growth Fund,8.7500,8.7500,8.3300,8.3700,8275,71514.9000,8.7600,10.0000,8.3300,2023-03-20T14:48:43.581128,8.3700,29,8.64,
188,2023-03-20,171,SANIMA,Sanima Bank Limited,243.0000,243.9000,239.4000,243.5000,24078,5812772.4000,239.0000,340.0000,222.0000,2023-03-20T14:59:54.903016,243.5000,179,241.41,30340.38
189,2023-03-20,178,NLICL,National Life Insurance Co. Ltd.,565.0000,565.0000,557.0000,565.0000,16599,9302398.0000,557.9000,940.0000,492.0000,2023-03-20T14:59:14.347796,565.0000,97,560.41,26218.44
190,2023-03-20,213,BNT,Bottlers Nepal (Terai) Limited,12700.0000,12700.0000,12700.0000,12700.0000,10,127000.0000,12744.0000,15371.3000,11396.0000,2023-03-20T12:42:44.128878,12700.0000,1,12700.00,15367.00
191,2023-03-20,391,NMBPO,NMB Bank Limited Promoter Share,131.4000,131.4000,131.4000,131.4000,63500,8343900.0000,134.0000,245.0000,131.4000,2023-03-20T13:24:55.299162,131.4000,1,131.40,
192,2023-03-20,700,HEIP,Himalayan Everest Insurance Limited Promoter,270.0000,291.7000,270.0000,291.7000,1708,484887.2000,275.4000,367.4000,214.2000,2023-03-20T14:43:01.557812,291.7000,11,283.89,
193,2023-03-20,706,SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,681.2000,689.0000,678.0000,688.0000,1733,1181686.9000,680.1000,1373.4000,666.0000,2023-03-20T14:59:36.707217,688.0000,34,681.87,5448.86
194,2023-03-20,2743,NGPL,Ngadi Group Power Ltd.,280.0000,282.0000,276.0000,280.0000,57839,16196110.9000,276.0000,694.0000,185.2000,2023-03-20T14:59:54.905089,280.0000,277,280.02,5183.58
195,2023-03-20,2746,NMFBS,National Microfinance Laghubitta Bittiya Sanstha Limited,1700.0000,1720.0000,1690.2000,1690.2000,1892,3233647.8000,1700.0000,2580.0000,1690.2000,2023-03-20T14:59:50.299372,1690.2000,71,1709.11,9915.98
196,2023-03-20,2758,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,1283.9000,1291.0000,1265.0000,1281.0000,2618,3339399.6000,1260.0000,2950.0000,1260.0000,2023-03-20T14:57:52.074744,1281.0000,64,1275.55,13521.77
197,2023-03-20,2767,HPPL,Himalayan Power Partner Ltd.,305.8000,312.0000,298.0000,312.0000,5458,1672604.0000,300.5000,476.0000,217.6000,2023-03-20T14:59:58.801494,312.0000,52,306.44,3324.10
198,2023-03-20,2774,USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,711.0000,739.0000,711.0000,739.0000,217,157791.0000,723.3000,1490.0000,711.0000,2023-03-20T14:55:35.874893,739.0000,9,727.14,1692.46
199,2023-03-20,2934,SHEL,Singati Hydro Energy Limited,318.0000,326.0000,313.6000,324.2000,10855,3492573.6000,318.0000,451.0000,206.1000,2023-03-20T14:59:53.281169,324.2000,132,321.74,4700.90
200,2023-03-20,8024,NBF3,Nabil Balanced Fund-3,7.3000,7.4500,7.3000,7.4500,9552,70372.8500,7.4000,9.4800,7.0800,2023-03-20T14:54:52.075332,7.4500,20,7.36,
201,2023-03-20,8034,ENL,Emerging Nepal Limited,658.7000,683.0000,652.0000,683.0000,1105,724484.0000,672.1000,1481.9000,530.1000,2023-03-20T14:59:58.599163,683.0000,20,655.64,3794.75
202,2023-03-20,8043,CBLD88,Civil Bank Debenture 2088,841.7000,841.7000,830.2000,830.2000,90,74895.5000,825.2000,1000.0000,813.0000,2023-03-20T13:29:45.474379,830.2000,4,832.17,
203,2023-03-20,8097,PBD88,10% Prime Debenture 2088,805.0000,805.0000,805.0000,805.0000,25,20125.0000,805.0000,1000.0000,790.1000,2023-03-20T11:37:22.441707,805.0000,1,805.00,
204,2023-03-20,147,SHL,Soaltee Hotel Limited,222.5000,226.0000,222.1000,226.0000,21899,4927606.5000,221.6000,252.6000,186.7000,2023-03-20T14:59:47.941636,226.0000,58,225.01,19994.56
205,2023-03-20,156,BBC,Bishal Bazar Company Limited,3275.0000,3380.0000,3275.0000,3328.0000,345,1146511.0000,3326.0000,4550.0000,3083.0000,2023-03-20T14:59:20.874095,3328.0000,18,3323.22,1635.38
206,2023-03-20,192,SICL,Shikhar Insurance Co. Ltd.,755.0000,760.0000,744.0000,757.0000,7411,5579130.5000,750.0000,1428.0000,690.1000,2023-03-20T14:59:02.577796,757.0000,80,752.81,20074.54
207,2023-03-20,210,CIT,Citizen Investment Trust,2026.1000,2070.0000,2026.1000,2065.0000,10203,20960758.7000,2026.0000,3297.0000,1780.0000,2023-03-20T14:59:29.788416,2065.0000,250,2054.37,87783.16
208,2023-03-20,219,UNL,Unilever Nepal Limited,20210.0000,20500.0000,20210.0000,20500.0000,166,3377010.0000,20210.0000,22000.0000,16556.7000,2023-03-20T13:54:52.050625,20500.0000,12,20343.43,18874.35
209,2023-03-20,256,SFCL,Samriddhi Finance Company Limited,297.9000,297.9000,292.0000,297.0000,11094,3272366.5000,294.0000,375.0000,179.4000,2023-03-20T14:57:25.637494,297.0000,65,294.96,2432.17
210,2023-03-20,273,ICFC,ICFC Finance Limited,433.8000,435.0000,428.0000,433.0000,7496,3231474.9000,427.0000,665.0000,363.0000,2023-03-20T14:59:51.157370,433.0000,95,431.09,5124.43
211,2023-03-20,575,RMDC,RMDC Laghubitta Bittiya Sanstha Ltd.,699.0000,709.0000,699.0000,709.0000,2193,1545045.2000,699.0000,1182.0000,690.0000,2023-03-20T14:59:19.866001,709.0000,51,704.53,11086.94
212,2023-03-20,634,RBCLPO,Rastriya Beema Company Limited Promoter Share,11214.0000,11438.0000,11214.0000,11438.0000,40,455270.0000,11442.3000,18588.0000,9663.0000,2023-03-20T11:35:56.085924,11438.0000,4,11381.75,
213,2023-03-20,693,CLBSL,Civil Laghubitta Bittiya Sanstha Ltd.,624.0000,635.0000,620.0000,620.0000,253,158237.1000,612.0000,1018.0000,592.0000,2023-03-20T14:55:48.896021,620.0000,19,625.44,1982.87
214,2023-03-20,2751,KKHC,Khanikhola Hydropower Co. Ltd.,249.9000,251.0000,248.0000,251.0000,7701,1916263.8000,247.0000,318.0000,163.8000,2023-03-20T14:59:38.744809,251.0000,46,248.83,1168.94
215,2023-03-20,2752,NMBHF1,NMB Hybrid Fund L-1,9.6500,9.6500,9.6500,9.6500,4000,38600.0000,9.6100,12.2500,8.7900,2023-03-20T13:15:40.312637,9.6500,3,9.65,
216,2023-03-20,2754,DHPL,Dibyashwori Hydropower Ltd.,234.4000,234.4000,227.5000,230.0000,4580,1048325.5000,229.9000,327.0000,160.1000,2023-03-20T14:58:04.979083,230.0000,32,228.89,607.20
217,2023-03-20,2761,SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,624.0000,624.0000,606.1000,622.9000,48,29664.4000,618.0000,1125.0000,598.0000,2023-03-20T14:59:47.846266,622.9000,4,618.00,2455.20
218,2023-03-20,2769,NHDL,Nepal Hydro Developers Ltd.,402.0000,419.0000,392.1000,417.9000,14560,6015479.4000,408.0000,533.0000,294.0000,2023-03-20T14:59:28.684292,417.9000,100,413.15,1403.84
219,2023-03-20,2787,KPCL,Kalika power Company Ltd,385.0000,407.6000,384.0000,399.0000,2678,1044132.7000,385.0000,527.0000,289.0000,2023-03-20T14:59:56.012514,399.0000,42,389.89,3166.07
220,2023-03-20,2831,UNHPL,Union Hydropower Limited,239.7000,242.0000,233.1000,240.0000,13509,3236476.5000,235.0000,367.0000,165.1000,2023-03-20T14:59:54.910492,240.0000,89,239.57,1800.00
221,2023-03-20,2843,SABSL,Sabaiko Laghubitta Bittiya Sanstha Limited,625.0000,635.0000,624.0000,624.0000,433,271439.0000,624.0000,1390.0000,624.0000,2023-03-20T14:59:36.232225,624.0000,17,626.87,1988.06
222,2023-03-20,2863,NICBF,NIC Asia Balanced Fund,8.3000,8.3100,8.3000,8.3100,3500,29064.0000,8.3700,11.3600,8.0400,2023-03-20T14:29:55.599295,8.3100,6,8.30,
223,2023-03-20,2881,NRIC,Nepal Reinsurance Company Limited,738.9000,783.3000,726.2000,759.9000,37584,28087474.1000,726.1000,1232.7000,565.0000,2023-03-20T14:59:58.108692,759.9000,410,747.32,92954.77
224,2023-03-20,2914,UMRH,United IDI Mardi RB Hydropower Limited.,510.0000,520.0000,496.3000,520.0000,3247,1653187.5000,505.0000,1150.0000,390.0000,2023-03-20T14:59:47.100149,520.0000,43,509.14,2184.00
225,2023-03-20,2937,SBCF,Sunrise Bluechip Fund,7.1500,7.2000,7.1500,7.1700,4300,30881.0000,7.1600,8.9900,6.8500,2023-03-20T14:52:47.086048,7.1700,6,7.18,
226,2023-03-20,4949,NIBSF2,NIBL Samriddhi Fund -2,7.5000,7.6000,7.5000,7.6000,17615,133819.0000,7.5000,9.4900,6.7400,2023-03-20T14:51:19.745496,7.6000,12,7.59,
227,2023-03-20,4967,NICSF,NIC Asia Select Fund 30,7.6500,7.7100,7.6500,7.7100,1000428,7683351.7300,7.7100,9.4200,7.4000,2023-03-20T14:33:30.803395,7.7100,7,7.68,
228,2023-03-20,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,411.0000,424.0000,411.0000,424.0000,2006,840738.0000,415.0000,702.7000,306.0000,2023-03-20T14:59:55.012947,424.0000,55,419.11,1696.00
229,2023-03-20,8066,RFPL,River Falls Power Limited,298.0000,303.0000,293.2000,299.0000,3370,1010837.0000,298.0000,325.0000,200.0000,2023-03-20T14:59:57.944594,299.0000,216,299.95,2093.00
230,2023-03-20,8074,KDBY,Kumari Dhanabriddhi Yojana,7.8500,8.0500,7.8500,7.9000,900,7120.0000,7.9100,10.4300,7.4600,2023-03-20T14:48:12.852254,7.9000,8,7.91,
231,2023-03-20,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,635.8000,661.6000,623.1000,650.5000,2803,1792220.0000,648.7000,963.0000,316.0000,2023-03-20T14:59:57.593066,650.5000,116,639.39,1626.25
232,2023-03-20,141,LBL,Laxmi Bank Limited,182.0000,183.0000,180.0000,182.5000,16889,3056132.5000,180.0000,272.0000,179.6000,2023-03-20T14:57:42.868172,182.5000,86,180.95,21081.20
233,2023-03-20,149,OHL,Oriental Hotels Limited,544.0000,544.0000,530.0000,540.0000,4634,2485579.5000,536.0000,602.6000,413.8000,2023-03-20T14:59:59.121401,540.0000,32,536.37,6091.69
234,2023-03-20,186,IGI,IME General Insurance Ltd.,400.2000,409.9000,385.0000,394.0000,195904,76392442.9000,406.2000,740.0000,333.2000,2023-03-20T14:59:54.061075,394.0000,621,389.94,7106.78
235,2023-03-20,188,LICN,Life Insurance Corporation (Nepal) Limited,1378.0000,1378.0000,1360.0000,1360.0000,3834,5222216.8000,1361.0000,2274.0000,1065.0000,2023-03-20T14:59:55.078096,1360.0000,49,1362.08,36083.52
236,2023-03-20,250,JFL,Janaki Finance Company Limited,386.0000,388.0000,378.2000,386.0000,6417,2452322.0000,380.0000,535.0000,305.0000,2023-03-20T14:59:57.316934,386.0000,54,382.16,2665.23
237,2023-03-20,255,PRVU,Prabhu  Bank Limited,178.2000,180.3000,176.4000,179.0000,52352,9330874.5000,178.1000,309.0000,176.4000,2023-03-20T14:59:21.631410,179.0000,342,178.23,42141.06
238,2023-03-20,418,JBBL,Jyoti Bikas Bank Limited,274.0000,279.9000,274.0000,279.9000,15731,4368136.6000,274.0000,434.0000,248.0000,2023-03-20T14:58:01.159876,279.9000,106,277.67,12303.81
239,2023-03-20,459,KSBBL,Kamana Sewa Bikas Bank Limited,317.0000,318.9000,312.0000,316.0000,6480,2044298.5000,313.1000,515.0000,292.0000,2023-03-20T14:59:14.867510,316.0000,63,315.47,9930.54
240,2023-03-20,472,SADBL,Shangrila Development Bank Ltd.,297.0000,308.7000,297.0000,303.0000,12574,3790520.7000,297.1000,422.9000,245.0000,2023-03-20T14:59:52.805499,303.0000,90,301.45,9900.83
241,2023-03-20,1740,GIMES1,Global IME Samunnat Scheme-1,9.4400,9.4900,9.2000,9.4900,47780,443353.0000,9.3200,12.0700,8.0800,2023-03-20T14:46:54.828724,9.4900,18,9.27,
242,2023-03-20,2757,AKPL,Arun Kabeli Power Ltd.,404.0000,415.0000,404.0000,413.0000,82605,33779947.7000,407.0000,530.0000,325.0000,2023-03-20T14:59:48.540939,413.0000,276,408.93,8428.22
243,2023-03-20,2765,LEMF,Laxmi Equity Fund,8.6500,8.6500,8.4800,8.4800,9000,77702.0000,8.8200,10.9100,7.2400,2023-03-20T14:36:46.901680,8.4800,5,8.63,
244,2023-03-20,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,575.0000,589.0000,572.0000,587.8000,1279,741871.5000,585.0000,1407.0000,572.0000,2023-03-20T14:59:55.476233,587.8000,43,580.04,2158.07
245,2023-03-20,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,721.0000,721.0000,700.0000,715.0000,583,410208.0000,707.0000,1467.0000,699.0000,2023-03-20T14:54:13.442483,715.0000,25,703.61,2728.55
246,2023-03-20,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,665.0000,690.0000,665.0000,690.0000,110,74260.0000,665.0000,1360.0000,664.0000,2023-03-20T14:59:30.584779,690.0000,7,675.09,699.66
247,2023-03-20,2877,SFMF,Sunrise First Mutual Fund,9.8300,9.8300,9.7000,9.7000,16500,160269.0000,9.6500,12.0500,8.5300,2023-03-20T13:41:20.046079,9.7000,4,9.71,
248,2023-03-20,2887,NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,560.0000,576.0000,560.0000,571.0000,2908,1659231.6000,568.9000,1100.0000,560.0000,2023-03-20T14:59:56.585876,571.0000,86,570.57,9932.20
249,2023-03-20,3946,CHDC,CEDB Hydropower Development Company Limited,707.2000,735.0000,707.2000,730.3000,2575,1881542.5000,720.0000,925.0000,590.0000,2023-03-20T14:59:47.759454,730.3000,82,730.69,6130.21
250,2023-03-20,8026,NYADI,Nyadi Hydropower Limited,325.1000,352.6000,325.1000,352.6000,3445,1146571.8000,327.3000,498.6000,241.0000,2023-03-20T14:59:57.094966,352.6000,110,332.82,5289.00
251,2023-03-20,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,310.0000,327.0000,307.5000,326.0000,39353,12661052.8000,312.1000,412.0000,193.3000,2023-03-20T14:59:36.165190,326.0000,623,321.73,19560.00
252,2023-03-20,8045,GVL,Green Ventures Limited,454.9000,454.9000,441.1000,453.9000,24248,10879304.0000,464.1000,511.0000,255.1000,2023-03-20T14:59:59.128604,453.9000,270,448.66,14184.38
253,2023-03-20,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,310.0000,320.2000,310.0000,320.2000,4229,1339397.2000,315.0000,408.0000,217.0000,2023-03-20T14:59:57.841119,320.2000,199,316.71,3375.74
254,2023-03-20,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,417.1000,432.4000,417.1000,432.1000,2060,878835.0000,424.0000,481.0000,130.2000,2023-03-20T14:59:56.784707,432.1000,124,426.61,2160.50
255,2023-03-20,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,102.0000,103.0000,100.5000,102.0000,65689,6671047.2000,101.5000,126.4000,95.0000,2023-03-20T14:59:56.931918,102.0000,85,101.55,
256,2023-03-20,9140,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,1799.8000,1941.0000,1799.8000,1941.0000,621,1201176.5000,1764.6000,1941.0000,989.4000,2023-03-20T14:41:24.244268,1941.0000,42,1934.26,2147.38
257,2023-03-20,9146,SMHL,Super Madi Hydropower Limited,395.0000,405.2000,392.1000,401.0000,26018,10381215.5000,399.0000,406.8000,299.0000,2023-03-20T14:59:55.076075,401.0000,1295,399.00,8421.00
